Domain_ID,Domain_Name,Num_Domain_ID,Synonyms,Logical_Type_ID,Num_Logical_Type_ID,T_Size,T_Precision,T_Scale,Native_Type,LT_Name
24E5F9A8-8AA7-20EF-EA30-45393140E74A,"DM_REFCODE_PROJECTS",169,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
2FC1A59C-6DEC-DD99-E362-08E8CC4FFFE7,"DM_REFCODE_REVENUE",170,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
AA86F2BB-89EB-7E53-C967-0772FFC4293B,"DM_SALES_CYCLE",171,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
38F44208-3616-1EE8-274D-21CFAD9E8414,"DM_SALES_PROBABILITY",172,,LOGDT017,691,3 CHAR,,,UNKNOWN,unknown,
A46F2CC0-A157-990B-21EF-9573EE6418C5,"DM_STATUS_ACCOUNT",173,,LOGDT017,691,2 CHAR,,,UNKNOWN,unknown,
EBBD01C6-6667-F4BF-126E-B5F0421DE39A,"DM_STATUS_ORDER",174,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
E457E9B0-6C1A-8719-18FE-46852D873D18,"DM_STATUS_ORDER_LINE",175,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
6543A6C3-B93F-F9ED-0BB7-5C485CB9B60B,"DM_STATUS_PO",176,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
BE5EA029-4A5B-6940-1D02-00CA6AB75E62,"DM_STATUS_PREMISE",177,,LOGDT017,691,10 CHAR,,,UNKNOWN,unknown,
8846E439-4A2B-2D5D-3389-2F4DC802C4F6,"DM_STATUS_PROJECT",178,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
388ED05D-13AD-5220-E7AD-0A1EA8B05252,"DM_STATUS_QUOTE",179,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
ED2ED744-131A-AF4D-7C48-7BD60FFA24FF,"DM_STATUS_REQUEST",180,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
56E0D0C4-91E5-C6CE-3B5F-EC37C669765C,"DM_STATUS_TASK",181,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
EAA5BF3F-EC5B-D3EA-5AF1-8C90955497FD,"DM_STATUS_VENDOR",182,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
71BE8F86-4176-AE28-EE46-B8D94F7F92DF,"DM_TYPE_ACCOUNT",183,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
DBA3E90B-A3E7-0F51-A30A-EFC3CC5583AB,"DM_TYPE_CONTACT",184,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
5D2A7DA5-3659-078B-3B6C-3334B855B3D1,"DM_TYPE_CONTRACT",185,,LOGDT017,691,5 BYTE,5,0,UNKNOWN,unknown,
219E5EAB-33BD-7905-5225-DAEED71F5766,"DM_TYPE_CONTRACT_LINE",186,"Art",LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
78684F70-F397-E6E2-D56E-EE624328DDBC,"DM_TYPE_DOCUMENT",187,"procurement document header",LOGDT017,691,5 CHAR,5,0,UNKNOWN,unknown,
389E6FAD-8B55-77C1-3FBD-C3054625334E,"DM_TYPE_EMPLOYEE",188,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
971CBD2C-25D1-A8E7-4152-BD5D832A8763,"DM_TYPE_FILE",189,,LOGDT017,691,4 CHAR,,,UNKNOWN,unknown,
BA5138CC-CB5B-1171-C594-10998D3C4BC1,"DM_TYPE_FLIGHT",190,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
6E004FD2-6A82-0917-BF24-0F3562AD6278,"DM_TYPE_FLIGHT_OPS",191,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
7673BA8F-2347-7428-D850-608675B365FD,"DM_TYPE_ITEM",192,"Belegart",LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
E367DE7C-6B9C-7262-71EA-0CB8592E78BE,"DM_TYPE_KPI",193,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
FBB85EE6-997E-B285-41B0-AF71A97DD04B,"DM_TYPE_LOG",194,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
467C105A-6178-6482-3C30-659C3CB9BE28,"DM_TYPE_ORDER",195,"Belegart",LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
1867E170-D587-F679-6C27-A62CF6B0D3FB,"DM_TYPE_ORDER_LINE",196,"Belegart",LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
C1F2B38E-F4B0-6739-C246-3D5928CDA18A,"DM_TYPE_PO",197,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
E95C3C18-B633-8871-2F85-545210775931,"DM_TYPE_PRICE_TYPE",198,"Typenmietpreis",LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
1E5F2142-1EB8-FE19-C973-E9138F8B729A,"DM_TYPE_PRICE_UOM",199,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
DC7A9FBB-F9D1-9A89-5F04-74BFFD21D2FE,"DM_TYPE_PROJECT",200,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
F0133E47-7677-C1CD-232A-54D38C96C53C,"DM_TYPE_QUESTION",201,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
1E2EFEC1-255D-F79F-9CCC-010F0438CBF0,"DM_TYPE_QUOTE",202,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
C278B7C6-7A0B-6101-A055-25D648F0ABB9,"DM_TYPE_SCRIPT",203,,LOGDT017,691,120 CHAR,,,UNKNOWN,unknown,
9784815D-8C2B-B826-E94E-EFE09FB16B81,"DM_TYPE_SERVICE_ORDER",204,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
3233086B-3919-C409-184D-5AB33E4F144D,"DM_TYPE_SOURCE",205,,LOGDT017,691,10 CHAR,,,UNKNOWN,unknown,
273B5312-2F21-3905-1759-8A8A8F347004,"DM_TYPE_STATION",206,,LOGDT017,691,10 CHAR,,,UNKNOWN,unknown,
6FC9EBFB-E996-1745-9E01-E6CC25D61BA3,"DM_TYPE_USAGE_REFERENCE",207,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
D4D2F139-0B36-C73F-0075-C6DECFEB3C68,"DM_TYPE_WORKORDER",208,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
F8C3C94F-530B-429C-0B30-78D52EF8C8A2,"DWH_ACQUISITION_CODE",209,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
CEB07887-B3AA-3E29-72CC-FD138916F884,"DWH_ACQUISITION_FLAG",210,,LOGDT017,691,5 CHAR,,,UNKNOWN,unknown,
E5538982-50C7-2418-8A98-D0D3353440EF,"DWH_ACTIVE",211,,LOGDT017,691,10 CHAR,,,UNKNOWN,unknown,
F4458CC1-D38C-32CD-A581-EB8ED140AD22,"DWH_CLASS_CUST",212,,LOGDT017,691,10 CHAR,,,UNKNOWN,unknown,
50F9598E-B6ED-475E-0470-069CAAC8A37E,"DWH_CLASS_CUST_ACT",213,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
4367AAF5-4BE5-402F-4CF6-E61DD6FB6F24,"DWH_CODE_LOST",214,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
DD694FC8-4BD9-0D15-84CA-72413562EA27,"DWH_CODE_NEWUSED",215,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
8D943878-5FDA-C6A1-031D-C48A14689C75,"DWH_CODE_OTD",216,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
49DD70F1-6BD9-DFE0-AAD2-2D4855EA4B05,"DWH_CODE_SIC",217,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
26F008BC-E2E2-EFD2-D4DF-0C9907F782AC,"DWH_COST_CENTER",218,,LOGDT017,691,50 CHAR,,,UNKNOWN,unknown,
40D13816-6363-59A5-FC52-D11767043316,"DWH_CREDIT_MESSAGE",219,,LOGDT017,691,50 CHAR,,,UNKNOWN,unknown,
8AA5130B-4DF6-C8D1-AAED-40EF2636910D,"DWH_CYCLE_LEAD",220,,LOGDT017,691,10 CHAR,,,UNKNOWN,unknown,
27749EB6-112F-3B11-1B1F-4351BA825A3F,"DWH_LQ_PROBABILITY",221,,LOGDT017,691,3 CHAR,,,UNKNOWN,unknown,
C0937508-AB05-8F89-E223-611E6A52B6F5,"DWH_ORDER_LINE_TYPE",222,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
B516F9D4-37FF-33D1-047E-661D86765683,"DWH_PAYMENT_TERMS",223,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
B4EBCC4C-265E-1E59-D5B4-92B6A6363B34,"DWH_PRODUCT_GROUP_AS",224,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
1C02D89C-0D3D-668B-2EBE-4CB78E5DBCF8,"DWH_PRODUCT_MODEL_CODE",225,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
EF0AC9BA-B402-694F-6ED3-054442B32C14,"DWH_PRODUCT_MODEL_LINE_CODE",226,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
ADBF5D8D-87C2-B055-C738-29305B64017C,"DWH_PRODUCT_MODEL_TYPE_CODE",227,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
3844FCBF-5475-2502-C068-09B9941EE01B,"DWH_RESPONSIBLE_PARTY",228,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
68FDA029-8498-11BB-B392-669039AC1BC6,"DWH_SALES_REP_FLAG",229,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
F43EDEDF-68C8-49C4-11D4-CF43C51F9B85,"DWH_STATUS_EMP",230,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
49435FD0-849B-10D7-27E3-6DAEB21D4D7E,"DWH_STATUS_QUOTE",231,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
5AB729F0-B339-BF49-7158-1707B0422502,"DWH_STATUS_SOM",232,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
D01BCFE7-AFDC-26B5-8B43-4D0CBFAB9EE7,"DWH_STATUS_VENDOR",233,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
9BDA216B-59F9-7713-7A17-4265A04A3241,"DWH_TYPE_CONTRACT",234,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
C9EE8BCD-C59B-34FB-6C9B-EC88D6708A8A,"DWH_TYPE_CUST",235,,LOGDT017,691,,,,UNKNOWN,unknown,
F03F3291-0188-017B-C33B-A46917BC36AB,"DWH_TYPE_DOCUMENT",236,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
CA81DE9B-2B88-9DCD-3010-2428F864670C,"DWH_TYPE_FLEET",237,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
82DABB51-8AA6-6BD4-B5AB-63C4F0356576,"DWH_TYPE_ORDER",238,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
44716E12-0141-990A-B3C1-B288ED3F368F,"DWH_TYPE_QUOTE",239,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
9595281B-A0B1-5CE9-0240-E57039B85A59,"DWH_TYPE_SUPPLIER",240,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
E0AAC683-672D-3665-F6BB-9624CC7B8600,"DWH_USAGE_CODE",241,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
3B4F7376-38AF-212D-BD50-8B6C0A6968DC,"DYN_CODE_SIC",242,"other NAV / NACE implementations",LOGDT017,691,10 CHAR,,,UNKNOWN,unknown,
27EE31D4-138E-4CB7-5B56-2855105B4CFF,"EVENT_ID",243,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
73B1A547-ACF4-A59D-CA62-90CF45F88103,"EVENT_REASON_DESC",244,,LOGDT024,752,120 CHAR,,,VARCHAR,VARCHAR,
3DF73138-839A-49D7-EFF4-48EC20EEF98E,"EVENT_REASON_ID",245,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
E8345495-7300-9541-57F4-7A35923BA61F,"EVENT_REASON_STATUS",246,,LOGDT024,752,1 CHAR,,,VARCHAR,VARCHAR,
AB015017-D861-D086-2D8B-D14F941A8C84,"FCST_CATEGORY",247,,LOGDT024,752,10,,,VARCHAR,VARCHAR,
BD530CE5-09C0-86B6-6D24-BE609EC81759,"FCST_CATEGORY_CUSTOM",248,,LOGDT024,752,10,,,VARCHAR,VARCHAR,
EEE23FFF-5A0D-07F3-8371-025DD1611A2A,"FCST_CATEGORY_CUSTOMv1",249,,LOGDT024,752,10,,,VARCHAR,VARCHAR,
35EB9F3D-13EF-5816-3B0F-D5F62EB6E367,"FCST_CATEGORYNAME",250,,LOGDT024,752,10,,,VARCHAR,VARCHAR,
B1B58C1E-8D00-5294-5D9C-41CD52DDCF01,"FCST_CATEGORYv1",251,,LOGDT024,752,10,,,VARCHAR,VARCHAR,
C2D715AB-AE07-80D3-A124-17A7DCB498AA,"FCST_EXCLUDE_FROM_PS_FCST",252,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
3ACE27DC-D4C4-B8B0-8E29-75FDF8277B3D,"FCST_FROM_OPP",253,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
418C84C5-DE6E-2E2B-CEF2-E8526BAC25ED,"FCST_ID",254,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
22965DA2-1B89-95A6-180F-2FE3822D8161,"GEO_AP_LAT",255,,LOGDT026,708,,11,7,DECIMAL,DECIMAL,
49817B3B-3F99-5FF6-7A18-15C7AC1615EE,"GEO_AP_LAT_DEG",256,,LOGDT017,691,,7,4,UNKNOWN,unknown,
6DCE9BA8-C8BF-9905-E271-607E134F7D71,"GEO_AP_LAT_LOC",257,,LOGDT017,691,1 CHAR,,,UNKNOWN,unknown,
4AA1324A-6612-12DA-A175-05A939F5DCAC,"GEO_AP_LAT_SEC",258,,LOGDT017,691,,9,6,UNKNOWN,unknown,
01EE0B4A-9514-119A-ABC0-D208ACF4DDEA,"GEO_AP_LONG",259,,LOGDT026,708,,11,7,DECIMAL,DECIMAL,
09A87078-0774-FAE8-347A-70A6712C4FBC,"GEO_REGION",260,,LOGDT024,752,40 CHAR,,,VARCHAR,VARCHAR,
D70E5627-1052-BEEF-DD3A-CA2A8108FDF7,"GEO_TERRITORY",261,,LOGDT024,752,40 CHAR,,,VARCHAR,VARCHAR,
A54E702A-43C1-2600-1F40-234B13E93AAC,"GEO_ZONE",262,,LOGDT024,752,40 CHAR,,,VARCHAR,VARCHAR,
9391049B-316C-FF1B-DA6B-503F940B712E,"HAL_ACL_D1",263,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
7615442B-64B6-A536-3FE3-BBCDB2C2D88B,"HAL_ACL_F1",264,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
7DAD270D-CD6C-08F7-63E1-E98FDC8B0C87,"HAL_ACL_G1",265,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
F284317F-5311-7746-D5F4-E0197702D437,"HAL_ACL_M1",266,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
0CD09B3C-4DF7-E64A-35A3-0A12117496FA,"HAL_ACL_NAME",267,,LOGDT017,691,80 CHAR,,,UNKNOWN,unknown,
316A3297-7FB7-BDD7-78DC-68249A4CA56F,"ID",268,,LOGDT024,752,40 CHAR,,,VARCHAR,VARCHAR,
63F8E346-AF0D-F4B8-321C-62254A36B28C,"JOB_CODE",269,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
794F026D-B016-83F6-6679-64937102DE25,"JOB_CODE_TITLE",270,,LOGDT024,752,120 CHAR,,,VARCHAR,VARCHAR,
6F1FECAE-FE8E-845B-F6C7-77920D90AF6D,"JOB_FTE",271,,LOGDT024,752,1 CHAR,,,VARCHAR,VARCHAR,
BBDD5D99-5959-427F-1888-BAECB1BE2DC2,"JOB_FUNCTION",272,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
FCCE335E-CCC3-FC83-A6F6-A2DD121EED3F,"JOB_GRADE",273,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
9A3FE115-B32C-931A-30E2-C4907011BF8B,"JOB_LEVEL",274,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
024D323C-DDF5-DF68-7FA3-2A82D6A0B0B0,"JOB_LEVEL_CODE",275,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
B09A2079-C470-92ED-CCDD-F03198142E1E,"JOB_LEVEL_DESC",276,,LOGDT024,752,120 CHAR,,,VARCHAR,VARCHAR,
E7E1E16C-4BF3-6007-BE02-99B8120E1983,"JOB_NAME",277,,LOGDT024,752,120 CHAR,,,VARCHAR,VARCHAR,
6C3EF811-4B46-0831-0D93-B7A4F53855D5,"JOB_REG_TEMP",278,,LOGDT024,752,1 CHAR,,,VARCHAR,VARCHAR,
63B7D19C-84A0-C77D-2E21-8AD87B118926,"JOB_STARNDARD_HOURS",279,,LOGDT024,752,2 CHAR,,,VARCHAR,VARCHAR,
7ADC374B-B930-34A1-A0F0-6A5D896305A5,"JOB_TARGET_FTE",280,,LOGDT024,752,1 CHAR,,,VARCHAR,VARCHAR,
B825D120-B21C-655F-9FFC-DB265823F38D,"JOB_VACANT",281,,LOGDT024,752,1 CHAR,,,VARCHAR,VARCHAR,
9AA4876B-1B9C-C41C-84C1-F83F5AA050E4,"KEY_ACTIVE",282,,LOGDT024,752,1 CHAR,,,VARCHAR,VARCHAR,
3FD347AF-CC48-F311-2BC8-3794B7EDAE9E,"KEY_APP",283,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
75FDFEA0-3D1E-7DC2-006D-BCF0FCC217E1,"KEY_CREATED_BY",284,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
31BF0ADA-8673-1727-59AF-056DBC4682C5,"KEY_CREDENTIALS",285,,LOGDT024,752,240 CHAR,,,VARCHAR,VARCHAR,
084F10CA-40A4-C3EF-8B4E-23C1F317CB64,"KEY_DATE_DAY",286,,LOGDT024,752,2 CHAR,,,VARCHAR,VARCHAR,
7663B91D-AB2B-C2F6-F17D-E0438EAC853A,"KEY_DATE_DOW",287,,LOGDT011,717,1 CHAR,,,INTEGER,Integer,
16C6CB02-6797-EEE9-1BF8-DCFD23148135,"KEY_DATE_HH_MM",288,,LOGDT026,708,9 CHAR,5,2,DECIMAL,DECIMAL,
B3EB28CE-A0F7-7C34-44D1-C8BFB2F163FC,"KEY_DATE_HH_MM_SSS",289,,LOGDT014,746,9 CHAR,4,,TIME,Time,
7E814E45-EC0D-9DF7-2A79-C1B96E60E105,"KEY_DATE_MONTH",290,,LOGDT011,717,2 CHAR,,,INTEGER,Integer,
C474F6F8-95C1-AF7B-B727-63C8A4CE35FE,"KEY_DATE_NUM",291,,LOGDT011,717,3 CHAR,,,INTEGER,Integer,
4BB2B4EE-3949-E3E4-19B5-374C3638B057,"KEY_DATE_QUARTER",292,,LOGDT024,752,2 CHAR,,,VARCHAR,VARCHAR,
A1EAD003-D013-3825-03D1-3121031584D7,"KEY_DATE_TIMESTAMP",293,,LOGDT047,743,,,,DATETIME,TIMESTAMP WITH LOCAL TIME ZONE,
0961C829-4309-EB48-0D65-903F29031688,"KEY_DATE_VALID",294,,LOGDT007,704,08 CHAR,,,DATE,Date,
35EB9FC0-8B21-1582-F0EF-FC59FB88F163,"KEY_DATE_WEEK",295,,LOGDT011,717,2 CHAR,,,INTEGER,Integer,
386BDFE2-1578-5199-DE0C-C5AE53227FB2,"KEY_DATE_YYYY",296,,LOGDT011,717,4 CHAR,,,INTEGER,Integer,
1505F5D1-36C7-9B66-A29A-71D8C95B54BC,"KEY_DATE_YYYYMMDD",297,,LOGDT007,704,08 CHAR,,,DATE,Date,
A4D5ACE1-F392-456B-31BC-B007E3753556,"KEY_DATE_YYYYMMDDHHMM",298,,LOGDT015,747,18 CHAR,,,DATETIME,Timestamp,
FAD17F23-C927-18EF-A336-86DF02006B86,"KEY_DB",299,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
7981EBCE-5A15-A146-4DE4-2E341F55C0DE,"KEY_DBLINK",300,,LOGDT017,691,80 CHAR,,,UNKNOWN,unknown,
8550B5CC-8AB2-4AC1-3C2B-1A38E7FAFB4D,"KEY_DOMAIN",301,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
32C7CC37-5DD4-EAFD-3257-D8AFFD42678E,"KEY_ETL_ACTION_FLAG",302,,LOGDT017,691,1 CHAR,,,UNKNOWN,unknown,
B49838E7-FF36-1387-3F37-F944F38CC429,"KEY_ETL_CONDITION",303,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
CDFB89D4-571D-A2CA-B82D-9F9032B8781D,"KEY_ETL_ERROR",304,,LOGDT017,691,05 CHAR,,,UNKNOWN,unknown,
86B349E5-2685-0B2E-907B-6930D2D1C3C1,"KEY_ETL_ERROR_CODE",305,,LOGDT017,691,10 CHAR,,,UNKNOWN,unknown,
5793352A-06D0-4552-9002-030AD9FD8E9C,"KEY_ETL_ERROR_CONTENT",306,,LOGDT017,691,80 CHAR,,,UNKNOWN,unknown,
94403DC9-DB8E-59D9-4DF1-CA792E9D0CC8,"KEY_ETL_ERROR_NUMBER",307,,LOGDT017,691,10 CHAR,,,UNKNOWN,unknown,
67E6D2DF-34CF-F7AC-1676-9C752D4FB31B,"KEY_ETL_OPERATOR",308,,LOGDT017,691,480 CHAR,,,UNKNOWN,unknown,
5BFA049A-8741-8DFB-F8B9-15847D0C7FD3,"KEY_ETL_PROCESS",309,,LOGDT017,691,80 CHAR,,,UNKNOWN,unknown,
8181CA02-2702-279A-314F-5C02D8BBFB4C,"KEY_ETL_SOURCE",310,,LOGDT017,691,10 CHAR,,,UNKNOWN,unknown,
1B39869B-9525-AE93-0DFF-E5ECE4A381F4,"KEY_ETL_STATUS",311,,LOGDT017,691,5 CHAR,,,UNKNOWN,unknown,
316CCE0D-12F3-2EC7-62C1-8BA7E07AE743,"KEY_ETL_TYPE",312,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
2952B584-8A1B-2929-DE2A-285E709744AE,"KEY_ETL_VALUE_FORMAT",313,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
7D80ABA1-0C5C-07AA-EB91-E083CEB8B5ED,"KEY_INGESTED_BY",314,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
A9613E63-64EA-0991-6B58-89E2135C7604,"KEY_LANGUAGE_ ISO639_1",315,"Language Code ISO 639-1",LOGDT024,752,2 CHAR,,,VARCHAR,VARCHAR,
0376BEB4-C10D-2E14-435C-A3FA76EFCCE0,"KEY_LANGUAGE_ ISO639_NAME",316,,LOGDT024,752,80 CHAR,,,VARCHAR,VARCHAR,
2784E5A7-FD00-493C-2B7F-A707D4F6875E,"KEY_OBJECT_NAME",317,,LOGDT024,752,80 CHAR,,,VARCHAR,VARCHAR,
8852E69D-9AE5-40EB-E58D-7E5E3FC36D55,"KEY_OBJECT_POSITION",318,,LOGDT011,717,15 CHAR,,,INTEGER,Integer,
B060C8FB-E979-551F-DB55-058CFC3CA450,"KEY_OBJECT_TYPE",319,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
BBE565F3-7262-3F7E-5D51-CA671F663A04,"KEY_OWNER",320,"cee_id_employee",LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
D101143A-2BAF-1F36-F23C-717446CF2FD4,"KEY_PLATFORM",321,"server name",LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
1CFA2E68-EB95-922D-A165-E0F70AD0BCB9,"KEY_REFERENCE",322,,LOGDT024,752,1 CHAR,,,VARCHAR,VARCHAR,
7CE5A817-5FC6-AF1F-A4C4-02423A83723B,"KEY_Surrogate_Key",323,,LOGDT011,717,13 CHAR,,,INTEGER,Integer,
209F2CEC-13A0-FF97-2629-C1A8DEF47ABA,"KEY_TYPE_CAL",324,,LOGDT024,752,5 CHAR,,,VARCHAR,VARCHAR,
74B26896-9798-2FE6-F9A9-DFFE3627EF41,"KEY_TYPE_SCHEMA",325,,LOGDT024,752,80 CHAR,,,VARCHAR,VARCHAR,
5E381D6D-B0C4-96FF-9F96-EE6F6DFACD89,"KEY_UPDATED_BY",326,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
7BB65E01-5415-13D3-2C1F-DEEFC605AA54,"ms_timestamp",327,,LOGDT017,691,,,,UNKNOWN,unknown,
66E44196-4E8D-3178-4708-9E3418EF4E53,"NAME",328,,LOGDT024,752,80 CHAR,,,VARCHAR,VARCHAR,
47038BF6-4EE3-D42C-9957-C5E2C142C3E1,"NAME_120",329,,LOGDT024,752,120 CHAR,,,VARCHAR,VARCHAR,
10E2CDF0-1803-30F1-D5D8-415039BCB81F,"NAME_30",330,,LOGDT024,752,30 CHAR,,,VARCHAR,VARCHAR,
7575AB33-1FA8-44D8-CF7A-FF65B125C23B,"NAME_80",331,,LOGDT024,752,80 CHAR,,,VARCHAR,VARCHAR,
C61E8608-149F-05FF-377E-FE4F05A20435,"NAME_COMPANY",332,,LOGDT024,752,80 CHAR,,,VARCHAR,VARCHAR,
B618BB8A-7D2D-2BFE-85EC-256EE663DB5A,"NAME_FIRST",333,,LOGDT024,752,40 CHAR,,,VARCHAR,VARCHAR,
24B88740-3ADC-BD51-6457-A39ECE0E2B49,"NAME_LAST",334,,LOGDT024,752,80 CHAR,,,VARCHAR,VARCHAR,
ED61EC1C-5CBE-9BC8-73A6-75BF42B2A3F6,"NAME_MI",335,,LOGDT024,752,1 CHAR,,,VARCHAR,VARCHAR,
0B4DD5A1-D4E0-0D1E-0B87-EC1B5EACCC0A,"name_short",336,"abbreviation",LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
D1AB6602-7F03-1005-2053-FBB138A20D6C,"NO",337,,LOGDT024,752,10 CHAR,,,VARCHAR,VARCHAR,
427BB62A-ECBE-536D-EE24-1BE9389E4DE6,"NO_CHAR10",338,,LOGDT024,752,10 CHAR,,,VARCHAR,VARCHAR,
C795322B-BE72-ACC9-1B70-C3ADE665DAD4,"NO_CHAR20",339,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
1FE4A655-5C86-B008-9981-124733968664,"NO_CHAR40",340,,LOGDT024,752,40 CHAR,,,VARCHAR,VARCHAR,
F0C6841F-666A-1DC1-969D-1E5C53A0D05B,"NO_EMPLOYEE",341,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
05C26BA6-C7F6-F964-8AA6-DFFCEABA3C82,"NO_USER",342,,LOGDT024,752,40 CHAR,,,VARCHAR,VARCHAR,
F1F82A7F-98AA-78FC-95F9-EE258D3FF7ED,"ORG_BU",343,,LOGDT024,752,40 CHAR,,,VARCHAR,VARCHAR,
F55C80E3-AC02-204C-2376-761086E69B66,"ORG_BU_ABBR",344,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
AFDFCA48-EFA7-877A-D929-0BF7B2CE647E,"ORG_BU_ID",345,,LOGDT024,752,10 CHAR,,,VARCHAR,VARCHAR,
0DF6A84C-A3E7-42CD-D93A-476C6D2D1D52,"ORG_CMPY",346,,LOGDT024,752,40 CHAR,,,VARCHAR,VARCHAR,
9A7DD9CB-2426-1E3C-286C-3AA89380E7CA,"ORG_CMPY_ABBR",347,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
1C3581E2-E309-D399-AE4F-90A701B49D4B,"ORG_CMPY_ID",348,,LOGDT024,752,10 CHAR,,,VARCHAR,VARCHAR,
